Data Set 2:Time(s),Data Set 2:Angle(rad),Data Set 2:Velocity(rad/s),Data Set 2:Acceleration(rad/s²),,,,
0.33500000000000000,0,0,0,,,,
0.34000000000000000,0,0,0,,,,
0.34500000000000000,0,0,0,,,,
0.35000000000000000,0,0,0,,,,
0.35500000000000000,0,0,0,,,,
0.36000000000000000,0,0,0,,,,
0.36500000000000000,0,0,0,,,,
0.37,0,0,0,,,,
0.375,0,0,0,,,,
0.38,0,0,0,,,,
0.38500000000000000,0,0,0,,,,
0.39000000000000000,0,0,0,,,,
0.39500000000000000,0,0,0,,,,
0.40000000000000000,0,0,0,,,,
0.40500000000000000,0,0,0,,,,
0.41000000000000000,0,0,0,,,,
0.41500000000000000,0,0,0,,,,
0.42000000000000000,0,0,0,,,,
0.42500000000000000,0,0,0,,,,
0.43000000000000000,0,0,0,,,,
0.435,0,0,0,,,,
0.44,0,0,0,,,,
0.44500000000000000,0,0,0,,,,
0.45000000000000000,0,0,0,,,,
0.45500000000000000,0,0,0,,,,
0.46000000000000000,0,0,0,,,,
0.46500000000000000,0,0,0,,,,
0.47000000000000000,0,0,0,,,,
0.47500000000000000,0,0,0,,,,
0.48000000000000000,0,0,0,,,,
0.48500000000000000,0,0,0,,,,
0.49000000000000000,0,0,0,,,,
0.495,0,0,0,,,,
0.5,0,0,0,,,,
0.505,0,0,0,,,,
0.51000000000000000,0,0,0,,,,
0.51500000000000000,0,0,0,,,,
0.52000000000000000,0,0,0,,,,
0.52500000000000000,0,0,0,,,,
0.53000000000000000,0,0,0,,,,
0.53500000000000000,0,0,0,,,,
0.54000000000000000,0,0,0,,,,
0.54500000000000000,0,0,0,,,,
0.55000000000000000,0,0,0,,,,
0.55500000000000000,0,0,0,,,,
0.56000000000000000,0,0,0,,,,
0.56500000000000000,0,0,0,,,,
0.57000000000000000,0,0,0,,,,
0.57500000000000000,0,0,0,,,,
0.58000000000000000,0,0,0,,,,
0.58500000000000000,0,0,0,,,,
0.59000000000000000,0,0,0,,,,
0.59500000000000000,0,0,0,,,,
0.60000000000000000,0,0,0,,,,
0.60500000000000000,0,0,0,,,,
0.61000000000000000,0,0,0,,,,
0.61500000000000000,0,0,0,,,,
0.62,0,0,0,,,,
0.625,0,0,0,,,,
0.63,0,0,0,,,,
0.63500000000000000,0,0,0,,,,
0.64000000000000000,0,0,0,,,,
0.64500000000000000,0,0,0,,,,
0.65000000000000000,0,0,0,,,,
0.65500000000000000,0,0,0,,,,
0.66000000000000000,0,0,0,,,,
0.66500000000000000,0,0,0,,,,
0.67000000000000000,0,0,0,,,,
0.67500000000000000,0,0,0,,,,
0.68000000000000000,0,0,0,,,,
0.68500000000000000,0,0,0,,,,
0.69000000000000000,0,0,0,,,,
0.69500000000000000,0,0,0,,,,
0.70000000000000000,0,0,0,,,,
0.70500000000000000,0,0,0,,,,
0.71000000000000000,0,0,0,,,,
0.71500000000000000,0,0,0,,,,
0.72000000000000000,0,0,0,,,,
0.72500000000000000,0,0,0,,,,
0.73000000000000000,0,0,0,,,,
0.73500000000000000,0,0,0,,,,
0.74000000000000000,0,0,0,,,,
0.745,0,0,0,,,,
0.75,0,0,0,,,,
0.755,0,0,0,,,,
0.76000000000000000,0,0,0,,,,
0.76500000000000000,0,0,0,,,,
0.77000000000000000,0,0,0,,,,
0.77500000000000000,0,0,0,,,,
0.78000000000000000,0,0,0,,,,
0.78500000000000000,0,0,0,,,,
0.79000000000000000,0,0,0,,,,
0.79500000000000000,0,0,0,,,,
0.80000000000000000,0,0,0,,,,
0.80500000000000000,0,0,0,,,,
0.81000000000000000,0,0,0,,,,
0.81500000000000000,0,0,0,,,,
0.82000000000000000,0,0,0,,,,
0.82500000000000000,0,0,0,,,,
0.83000000000000000,0,0,0,,,,
0.83500000000000000,0,0,0,,,,
0.84000000000000000,0,0,0,,,,
0.84500000000000000,0,0,0,,,,
0.85000000000000000,0,0,0,,,,
0.85500000000000000,0,0,0,,,,
0.86000000000000000,0,0,0,,,,
0.86500000000000000,0,0,0,,,,
0.87,0,0,0,,,,
0.875,0,0,0,,,,
0.88,0,0,0,,,,
0.88500000000000000,0,0,0,,,,
0.89000000000000000,0,0,0,,,,
0.89500000000000000,0,0,0,,,,
0.90000000000000000,0,0,0,,,,
0.90500000000000000,0,0,0,,,,
0.91000000000000000,0,0,0,,,,
0.91500000000000000,0,0,0,,,,
0.92000000000000000,0,0,0,,,,
0.92500000000000000,0,0,0,,,,
0.93000000000000000,0,0,0,,,,
0.93500000000000000,0,0,0,,,,
0.94000000000000000,0,0,0,,,,
0.94500000000000000,0,0,0,,,,
0.95000000000000000,0,0,0,,,,
0.95500000000000000,0,0,0,,,,
0.96000000000000000,0,0,0,,,,
0.96500000000000000,0,0,0,,,,
0.97000000000000000,0,0,0,,,,
0.97500000000000000,0,0,0,,,,
0.98000000000000000,0,0,0,,,,
0.98500000000000000,0,0,0,,,,
0.99000000000000000,0,0,0,,,,
0.995,0,0,0,,,,
1,0,0,0,,,,
1.0050000000000000,0,0,0,,,,
1.01,0,0,0,,,,
1.0150000000000000,0,0,0,,,,
1.02,0,0,0,,,,
1.0250000000000000,0,0,0,,,,
1.03,0,0,0,,,,
1.0350000000000000,0,0,0,,,,
1.04,0,0,0,,,,
1.0450000000000000,0,0,0,,,,
1.05,0,0,0,,,,
1.0550000000000000,0,0,0,,,,
1.0600000000000000,0,0,0,,,,
1.0650000000000000,0,0,0,,,,
1.0700000000000000,0,0,0,,,,
1.075,0,0,0,,,,
1.0800000000000000,0,0,0,,,,
1.085,0,0,0,,,,
1.0900000000000000,0,0,0,,,,
1.095,0,0,0,,,,
1.1000000000000000,0,0,0,,,,
1.105,0,0,0,,,,
1.1100000000000000,0,0,0,,,,
1.115,0,0,0,,,,
1.1200000000000000,0,0,0,,,,
1.125,0,0,0,,,,
1.1300000000000000,0,0,0,,,,
1.135,0,0,0,,,,
1.1400000000000000,0,0,0,,,,
1.145,0,0,0,,,,
1.1500000000000000,0,0,0,,,,
1.155,0,0,0,,,,
1.1600000000000000,0,0,0,,,,
1.165,0,0,0,,,,
1.1700000000000000,0,0,0,,,,
1.175,0,0,0,,,,
1.1800000000000000,0,0,0,,,,
1.1850000000000000,0,0,0,,,,
1.1900000000000000,0,0,0,,,,
1.1950000000000000,0,0,0,,,,
1.2,0,0,0,,,,
1.2050000000000000,0,0,0,,,,
1.21,0,0,0,,,,
1.2150000000000000,0,0,0,,,,
1.22,0,0,0,,,,
1.2250000000000000,0,0,0,,,,
1.23,0,0,0,,,,
1.2350000000000000,0,0,0,,,,
1.24,0,0,0,,,,
1.2450000000000000,0,0,0,,,,
1.25,0,0,0,,,,
1.2550000000000000,0,0,0,,,,
1.26,0,0,0,,,,
1.2650000000000000,0,0,0,,,,
1.27,0,0,0,,,,
1.2750000000000000,0,0,0,,,,
1.28,0,0,0,,,,
1.2850000000000000,0,0,0,,,,
1.29,0,0,0,,,,
1.2950000000000000,0,0,0,,,,
1.3,0,0,0,,,,
1.3050000000000000,0,0,0,,,,
1.3100000000000000,0,0,0,,,,
1.3150000000000000,0,0,0,,,,
1.3200000000000000,0,0,0,,,,
1.325,0,0,0,,,,
1.3300000000000000,0,0,0,,,,
1.335,0,0,0,,,,
1.3400000000000000,0,0,0,,,,
1.345,0,0,0,,,,
1.3500000000000000,0,0,0,,,,
1.355,0,0,0,,,,
1.3600000000000000,0,0,0,,,,
1.365,0,0,0,,,,
1.3700000000000000,0,0,0,,,,
1.375,0,0,0,,,,
1.3800000000000000,0,0,0,,,,
1.385,0,0,0,,,,
1.3900000000000000,0,0,0,,,,
1.395,0,0,0,,,,
1.4000000000000000,0,0,0,,,,
1.405,0,0,0,,,,
1.4100000000000000,0,0,0,,,,
1.415,0,0,0,,,,
1.4200000000000000,0,0,0,,,,
1.425,0,0,0,,,,
1.4300000000000000,0,0,0,,,,
1.4350000000000000,0,0,0,,,,
1.4400000000000000,0,0,0,,,,
1.4450000000000000,0,0,0,,,,
1.45,0,0,0,,,,
1.4550000000000000,0,0,0,,,,
1.46,0,0,0,,,,
1.4650000000000000,0,0,0,,,,
1.47,0,0,0,,,,
1.4750000000000000,0,0,0,,,,
1.48,0,0,0,,,,
1.4850000000000000,0,0,0,,,,
1.49,0,0,0,,,,
1.4950000000000000,0,0,0,,,,
1.5,0,0,0,,,,
1.5050000000000000,0,0,0,,,,
1.51,0,0,0,,,,
1.5150000000000000,0,0,0,,,,
1.52,0,0,0,,,,
1.5250000000000000,0,0,0,,,,
1.53,0,0,0,,,,
1.5350000000000000,0,0,0,,,,
1.54,0,0,0,,,,
1.5450000000000000,0,0,0,,,,
1.55,0,0,0,,,,
1.5550000000000000,0,0,0,,,,
1.5600000000000000,0,0,0,,,,
1.5650000000000000,0,0,0,,,,
1.5700000000000000,0,0,0,,,,
1.575,0,0,0,,,,
1.5800000000000000,0,0,0,,,,
1.585,0,0,0,,,,
1.5900000000000000,0,0,0,,,,
1.595,0,0,0,,,,
1.6000000000000000,0,0,0,,,,
1.605,0,0,0,,,,
1.6100000000000000,0,0,0,,,,
1.615,0,0,0,,,,
1.6200000000000000,0,0,0,,,,
1.625,0,0,0,,,,
1.6300000000000000,0,0,0,,,,
1.635,0,0,0,,,,
1.6400000000000000,0,0,0,,,,
1.645,0,0,0,,,,
1.6500000000000000,0,0,0,,,,
1.655,0,0,0,,,,
1.6600000000000000,0,0,0,,,,
1.665,0,0,0,,,,
1.6700000000000000,0,0,0,,,,
1.675,0,0,0,,,,
1.6800000000000000,0,0,0,,,,
1.6850000000000000,0,0,0,,,,
1.6900000000000000,0,0,0,,,,
1.6950000000000000,0,0,0,,,,
1.7,0,0,0,,,,
1.7050000000000000,0,0,0,,,,
1.71,0,0,0,,,,
1.7150000000000000,0,0,0,,,,
1.72,0,0,0,,,,
1.7250000000000000,0,0,0,,,,
1.73,0,0,0,,,,
1.7350000000000000,0,0,0,,,,
1.74,0,0,0,,,,
1.7450000000000000,0,0,0,,,,
1.75,0,0,0,,,,
1.7550000000000000,0,0,0,,,,
1.76,0,0,0,,,,
1.7650000000000000,0,0,0,,,,
1.77,0,0,0,,,,
1.7750000000000000,0,0,0,,,,
1.78,0,0,0,,,,
1.7850000000000000,0,0,0,,,,
1.79,0,0,0,,,,
1.7950000000000000,0,0,0,,,,
1.8,0,0,0,,,,
1.8050000000000000,0,0,0,,,,
1.8100000000000000,0,0,0,,,,
1.8150000000000000,0,0,0,,,,
1.8200000000000000,0,0,0,,,,
1.825,0,0,0,,,,
1.8300000000000000,0,0,0,,,,
1.835,0,0,0,,,,
1.8400000000000000,0,0,0,,,,
1.845,0,0,0,,,,
1.8500000000000000,0,0,0,,,,
1.855,0,0,0,,,,
1.8600000000000000,0,0,0,,,,
1.865,0,0,0,,,,
1.8700000000000000,0,0,0,,,,
1.875,0,0,0,,,,
1.8800000000000000,0,0,0,,,,
1.885,0,0,0,,,,
1.8900000000000000,0,0,0,,,,
1.895,0,0,0,,,,
1.9000000000000000,0,0,0,,,,
1.905,0,0,0,,,,
1.9100000000000000,0,0,0,,,,
1.915,0,0,0,,,,
1.9200000000000000,0,0,0,,,,
1.925,0,0,0,,,,
1.9300000000000000,0,0,0,,,,
1.9350000000000000,0,0,0,,,,
1.9400000000000000,0,0,0,,,,
1.9450000000000000,0,0,0,,,,
1.95,0,0,0,,,,
1.9550000000000000,0,0,0,,,,
1.96,0,0,0,,,,
1.9650000000000000,0,0,0,,,,
1.97,0,0,0,,,,
1.9750000000000000,0,0,0,,,,
1.98,0,0,0,,,,
1.9850000000000000,0,0,0,,,,
1.99,0,0,0,,,,
1.9950000000000000,0,0,0,,,,
2,0,0,0,,,,
2.0050000000000000,0,0,0,,,,
2.0100000000000000,0,0,0,,,,
2.0150000000000000,0,0,0,,,,
2.02,0,0,0,,,,
2.0250000000000000,0,0,0,,,,
2.0300000000000000,0,0,0,,,,
2.0350000000000000,0,0,0,,,,
2.04,0,0,0,,,,
2.0450000000000000,0,0,0,,,,
2.0500000000000000,0,0,0,,,,
2.0550000000000000,0,0,0,,,,
2.0600000000000000,0,0,0,,,,
2.0650000000000000,0,0,0,,,,
2.0700000000000000,0,0,0,,,,
2.0750000000000000,0,0,0,,,,
2.0800000000000000,0,0,0,,,,
2.085,0,0,0,,,,
2.0900000000000000,0,0,0,,,,
2.0950000000000000,0,0,0,,,,
2.1000000000000000,0,0,0,,,,
2.105,0,0,0,,,,
2.1100000000000000,0,0,0,,,,
2.1150000000000000,0,0,0,,,,
2.1200000000000000,0,0,0,,,,
2.125,0,0,0,,,,
2.1300000000000000,0,0,0,,,,
2.1350000000000000,0,0,0,,,,
2.1400000000000000,0,0,0,,,,
2.145,0,0,0,,,,
2.1500000000000000,0,0,0,,,,
2.1550000000000000,0,0,0,,,,
2.1600000000000000,0,0,0,,,,
2.165,0,0,0,,,,
2.1700000000000000,0,0,0,,,,
2.1750000000000000,0,0,0,,,,
2.1800000000000000,0,0,0,,,,
2.1850000000000000,0,0,0,,,,
2.1900000000000000,0,0,0,,,,
2.1950000000000000,0,0,0,,,,
2.2000000000000000,0,0,0,,,,
2.2050000000000000,0,0,0,,,,
2.21,0,0,0,,,,
2.2150000000000000,0,0,0,,,,
2.2200000000000000,0,0,0,,,,
2.2250000000000000,0,0,0,,,,
2.23,0,0,0,,,,
2.2350000000000000,0,0,0,,,,
2.2400000000000000,0,0,0,,,,
2.2450000000000000,0,0,0,,,,
2.25,0,0,0,,,,
2.2550000000000000,0,0,0,,,,
2.2600000000000000,0,0,0,,,,
2.2650000000000000,0,0,0,,,,
2.27,0,0,0,,,,
2.2750000000000000,0,0,0,,,,
2.2800000000000000,0,0,0,,,,
2.2850000000000000,0,0,0,,,,
2.29,0,0,0,,,,
2.2950000000000000,0,0,0,,,,
2.3000000000000000,0,0,0,,,,
2.3050000000000000,0,0,0,,,,
2.3100000000000000,0,0,0,,,,
2.3150000000000000,0,0,0,,,,
2.3200000000000000,0,0,0,,,,
2.3250000000000000,0,0,0,,,,
2.3300000000000000,0,0,0,,,,
2.335,0,0,0,,,,
2.3400000000000000,0,0,0,,,,
2.3450000000000000,0,0,0,,,,
2.3500000000000000,0,0,0,,,,
2.355,0,0,0,,,,
2.3600000000000000,0,0,0,,,,
2.3650000000000000,0,0,0,,,,
2.3700000000000000,0,0,0,,,,
2.375,0,0,0,,,,
2.3800000000000000,0,0,0,,,,
2.3850000000000000,0,0,0,,,,
2.3900000000000000,0,0,0,,,,
2.395,0,0,0,,,,
2.4000000000000000,0,0,0,,,,
2.4050000000000000,0,0,0,,,,
2.4100000000000000,0,0,0,,,,
2.415,0,0,0,,,,
2.4200000000000000,0,0,0,,,,
2.4250000000000000,0,0,0,,,,
2.4300000000000000,0,0,0,,,,
2.4350000000000000,0,0,0,,,,
2.4400000000000000,0,0,0,,,,
2.4450000000000000,0,0,0,,,,
2.4500000000000000,0,0,0,,,,
2.4550000000000000,0,0,0,,,,
2.46,0,0,0,,,,
2.4650000000000000,0,0,0,,,,
2.4700000000000000,0,0,0,,,,
2.4750000000000000,0,0,0,,,,
2.48,0,0,0,,,,
2.4850000000000000,0,0,0,,,,
2.4900000000000000,0,0,0,,,,
2.4950000000000000,0,0,0,,,,
2.5,0,0,0,,,,
2.5050000000000000,0,0,0,,,,
2.5100000000000000,0,0,0,,,,
2.5150000000000000,0,0,0,,,,
2.52,0,0,0,,,,
2.5250000000000000,0,0,0,,,,
2.5300000000000000,0,0,0,,,,
2.5350000000000000,0,0,0,,,,
2.54,0,0,0,,,,
2.5450000000000000,0,0,0,,,,
2.5500000000000000,0,0,0,,,,
2.5550000000000000,0,0,0,,,,
2.5600000000000000,0,0,0,,,,
2.5650000000000000,0,0,0,,,,
2.5700000000000000,0,0,0,,,,
2.5750000000000000,0,0,0,,,,
2.5800000000000000,0,0,0,,,,
2.585,0,0,0,,,,
2.5900000000000000,0,0,0,,,,
2.5950000000000000,0,0,0,,,,
2.6000000000000000,0,0,0,,,,
2.605,0,0,0,,,,
2.6100000000000000,0,0,0,,,,
2.6150000000000000,0,0,0,,,,
2.6200000000000000,0,0,0,,,,
2.625,0,0,0,,,,
2.6300000000000000,0,0,0,,,,
2.6350000000000000,0,0,0,,,,
2.6400000000000000,0,0,0,,,,
2.645,0,0,0,,,,
2.6500000000000000,0,0,0,,,,
2.6550000000000000,0,0,0,,,,
2.6600000000000000,0,0,0,,,,
2.665,0,0,0,,,,
2.6700000000000000,0,0,0,,,,
2.6750000000000000,0,0,0,,,,
2.6800000000000000,0,0,0,,,,
2.6850000000000000,0,0,0,,,,
2.6900000000000000,0,0,0,,,,
2.6950000000000000,0,0,0,,,,
2.7000000000000000,0,0,0,,,,
2.7050000000000000,0,0,0,,,,
2.71,0,0,0,,,,
2.7150000000000000,0,0,0,,,,
2.7200000000000000,0,0,0,,,,
2.7250000000000000,0,0,0,,,,
2.73,0,0,0,,,,
2.7350000000000000,0,0,0,,,,
2.7400000000000000,0,0,0,,,,
2.7450000000000000,0,0,0,,,,
2.75,0,0,0,,,,
2.7550000000000000,0,0,0,,,,
2.7600000000000000,0,0,0,,,,
2.7650000000000000,0,0,0,,,,
2.77,0,0,0,,,,
2.7750000000000000,0,0,0,,,,
2.7800000000000000,0,0,0,,,,
2.7850000000000000,0,0,0,,,,
2.79,0,0,0,,,,
2.7950000000000000,0,0,0,,,,
2.8000000000000000,0,0,0,,,,
2.8050000000000000,0,0,0,,,,
2.8100000000000000,0,0,0,,,,
2.8150000000000000,0,0,0,,,,
2.8200000000000000,0,0,0,,,,
2.8250000000000000,0,0,0,,,,
2.8300000000000000,0,0,0,,,,
2.835,0,0,0,,,,
2.8400000000000000,0,0,0,,,,
2.8450000000000000,0,0,0,,,,
2.8500000000000000,0,0,0,,,,
2.855,0,0,0,,,,
2.8600000000000000,0,0,0,,,,
2.8650000000000000,0,0,0,,,,
2.8700000000000000,0,0,0,,,,
2.875,0,0,0,,,,
2.8800000000000000,0,0,0,,,,
2.8850000000000000,0,0,0,,,,
2.8900000000000000,0,0,0,,,,
2.895,0,0,0,,,,
2.9000000000000000,0,0,0,,,,
2.9050000000000000,0,0,0,,,,
2.9100000000000000,0,0,0,,,,
2.915,0,0,0,,,,
2.9200000000000000,0,0,0,,,,
2.9250000000000000,0,0,0,,,,
2.9300000000000000,0,0,0,,,,
2.9350000000000000,0,0,0,,,,
2.9400000000000000,0,0,0,,,,
2.9450000000000000,0,0,0,,,,
2.9500000000000000,0,0,0,,,,
2.9550000000000000,0,0,0,,,,
2.96,0,0,0,,,,
2.9650000000000000,0,0,0,,,,
2.9700000000000000,0,0,0,,,,
2.9750000000000000,0,0,0,,,,
2.98,0,0,0,,,,
2.9850000000000000,0,0,0,,,,
2.9900000000000000,0,0,0,,,,
2.9950000000000000,0,0,0,,,,
3,0,0,0,,,,
3.0050000000000000,0,0,0,,,,
3.0100000000000000,0,0,0,,,,
3.0150000000000000,0,0,0,,,,
3.02,0,0,0,,,,
3.0250000000000000,0,0,0,,,,
3.0300000000000000,0,0,0,,,,
3.0350000000000000,0,0,0,,,,
3.04,0,0,0,,,,
3.0450000000000000,0,0,0,,,,
3.0500000000000000,0,0,0,,,,
3.0550000000000000,0,0,0,,,,
3.0600000000000000,0,0,0,,,,
3.0650000000000000,0,0,0,,,,
3.0700000000000000,0,0,0,,,,
3.0750000000000000,0,0,0,,,,
3.0800000000000000,0,0,0,,,,
3.085,0,0,0,,,,
3.0900000000000000,0,0,0,,,,
3.0950000000000000,0,0,0,,,,
3.1000000000000000,0,0,0,,,,
3.105,0,0,0,,,,
3.1100000000000000,0,0,0,,,,
3.1150000000000000,0,0,0,,,,
3.1200000000000000,0,0,0,,,,
3.125,0,0,0,,,,
3.1300000000000000,0,0,0,,,,
3.1350000000000000,0,0,0,,,,
3.1400000000000000,0,0,0,,,,
3.145,0,0,0,,,,
3.1500000000000000,0,0,0,,,,
3.1550000000000000,0,0,0,,,,
3.1600000000000000,0,0,0,,,,
3.165,0,0,0,,,,
3.1700000000000000,0,0,0,,,,
3.1750000000000000,0,0,0,,,,
3.1800000000000000,0,0,0,,,,
3.1850000000000000,0,0,0,,,,
3.1900000000000000,0,0,0,,,,
3.1950000000000000,0,0,0,,,,
3.2000000000000000,0,0,0,,,,
3.2050000000000000,0,0,0,,,,
3.21,0,0,0,,,,
3.2150000000000000,0,0,0,,,,
3.2200000000000000,0,0,0,,,,
3.2250000000000000,0,0,0,,,,
3.23,0,0,0,,,,
3.2350000000000000,0,0,0,,,,
3.2400000000000000,0,0,0,,,,
3.2450000000000000,0,0,0,,,,
3.25,0,0,0,,,,
3.2550000000000000,0,0,0,,,,
3.2600000000000000,0,0,0,,,,
3.2650000000000000,0,0,0,,,,
3.27,0,0,0,,,,
3.2750000000000000,0,0,0,,,,
3.2800000000000000,0,0,0,,,,
3.2850000000000000,0,0,0,,,,
3.29,0,0,0,,,,
3.2950000000000000,0,0,0,,,,
3.3000000000000000,0,0,0,,,,
3.3050000000000000,0,0,0,,,,
3.3100000000000000,0,0,0,,,,
3.3150000000000000,0,0,0,,,,
3.3200000000000000,0,0,0,,,,
3.3250000000000000,0,0,0,,,,
3.3300000000000000,0,0,0,,,,
3.335,0,0,0,,,,
3.3400000000000000,0,0,0,,,,
3.3450000000000000,0,0,0,,,,
3.3500000000000000,0,0,0,,,,
3.355,0,0,0,,,,
3.3600000000000000,0,0,0,,,,
3.3650000000000000,0,0,0,,,,
3.3700000000000000,0,0,0,,,,
3.375,0,0,0,,,,
3.3800000000000000,0,0,0,,,,
3.3850000000000000,0,0,0,,,,
3.3900000000000000,0,0,0,,,,
3.395,0,0,0,,,,
3.4000000000000000,0,0,0,,,,
3.4050000000000000,0,0,0,,,,
3.4100000000000000,0,0,0.53868167528622700,,,,
3.415,0,0,3.7707717270035300,,,,
3.4200000000000000,0,0,18.315176959731600,,,,
3.4250000000000000,0,0.096962701551520200,47.403987425187300,,,,
3.4300000000000000,0,0.38785080620607900,81.340932968219000,,,,
3.4350000000000000,0,1.260515120169770,49.02003245104780,,,,
3.4400000000000000,0.017453286279273500,1.260515120169770,-49.02003245104780,,,,
3.4450000000000000,0.017453286279273500,0.38785080620607900,-81.340932968219000,,,,
3.4500000000000000,0.017453286279273500,0.096962701551520200,-46.865305749901100,,,,
3.4550000000000000,0.017453286279273500,0,-14.544405232728100,,,,
3.46,0.017453286279273500,0,14.544405232728100,,,,
3.4650000000000000,0.017453286279273500,0.096962701551520200,46.865305749901100,,,,
3.4700000000000000,0.017453286279273500,0.38785080620607900,81.340932968219000,,,,
3.4750000000000000,0.017453286279273500,1.260515120169770,49.558714126334000,,,,
3.48,0.034906572558547000,1.260515120169770,-45.249260724044300,,,,
3.4850000000000000,0.034906572558547000,0.38785080620607900,-63.025756008487400,,,,
3.4900000000000000,0.034906572558547000,0.19392540310304000,0.53868167528635200,,,,
3.4950000000000000,0.034906572558547000,0.38785080620607900,66.79652773549370,,,,
3.5,0.034906572558547000,1.2605151201697800,63.564437683776000,,,,
3.5050000000000000,0.052359858837820600,1.3574778217212900,-1.6160450258605700,,,,
3.5100000000000000,0.052359858837820600,0.77570161241215700,3.7707717270014600,,,,
3.5150000000000000,0.052359858837820600,1.3574778217212500,19.931221985589700,,,,
3.52,0.069813145117094100,1.3574778217212900,-19.93122198559040,,,,
3.5250000000000000,0.069813145117094100,0.77570161241215500,-5.9793665956785800,,,,
3.5300000000000000,0.069813145117094100,1.3574778217212600,3.93237622958782,,,,
3.5350000000000000,0.087266431396367600,1.2605151201697400,-48.69682344587260,,,,
3.54,0.087266431396367600,0.48481350775759600,-33.93694554303200,,,,
3.5450000000000000,0.087266431396367600,0.48481350775759600,52.252122502763500,,,,
3.5500000000000000,0.087266431396367600,1.3574778217212500,81.8796146435037,,,,
3.5550000000000000,0.10471971767564100,1.6483659263758100,47.403987425188900,,,,
3.5600000000000000,0.10471971767564100,1.7453286279273700,18.315176959733200,,,,
3.5650000000000000,0.12217300395491500,1.7453286279273700,3.2320900517157100,,,,
3.5700000000000000,0.12217300395491500,1.7453286279273300,-2.6934083764326700,,,,
3.5750000000000000,0.13962629023418800,1.7453286279273300,-15.083086908012300,,,,
3.5800000000000000,0.13962629023418800,1.6483659263758500,-32.320900517171500,,,,
3.585,0.15707957651346200,1.4544405232728100,-49.020032451047500,,,,
3.5900000000000000,0.15707957651346200,0.77570161241215800,-1.50250182665934E-12,,,,
3.5950000000000000,0.15707957651346200,1.454440523272780,49.558714126331800,,,,
3.6000000000000000,0.17453286279273500,1.6483659263758500,35.552990568892000,,,,
3.605,0.17453286279273500,1.7453286279273700,30.166173816026800,,,,
3.6100000000000000,0.19198614907200900,1.8422913294788500,35.552990568889000,,,,
3.6150000000000000,0.19198614907200900,2.0362167325818900,49.558714126334400,,,,
3.6200000000000000,0.20943943535128200,2.7149556434425900,0.53868167528944200,,,,
3.625,0.22689272163055600,2.0362167325819500,-45.787942399330600,,,,
3.6300000000000000,0.22689272163055600,1.8422913294788900,-17.237813609162600,,,,
3.6350000000000000,0.24434600790982900,1.8422913294788500,17.776495284442700,,,,
3.6400000000000000,0.24434600790982900,2.0362167325818900,49.020032451047000,,,,
3.645,0.26179929418910300,2.714955643442580,14.544405232729400,,,,
3.6500000000000000,0.27925258046837600,2.1331794341334400,-16.160450258589700,,,,
3.6550000000000000,0.27925258046837600,2.1331794341334100,20.469903660873100,,,,
