Data Set 6:Time(s),Data Set 6:Angle(rad),Data Set 6:Velocity(rad/s),Data Set 6:Acceleration(rad/s²),,,,,,,,,,,,,,,,,,,,
0.46500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.47000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.47500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.48000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.48500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.49000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.495,0,0,0,,,,,,,,,,,,,,,,,,,,
0.5,0,0,0,,,,,,,,,,,,,,,,,,,,
0.505,0,0,0,,,,,,,,,,,,,,,,,,,,
0.51000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.51500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.52000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.52500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.53000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.53500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.54000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.54500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.55000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.55500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.56000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.56500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.57000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.57500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.58000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.58500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.59000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.59500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.60000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.60500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.61000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.61500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.62,0,0,0,,,,,,,,,,,,,,,,,,,,
0.625,0,0,0,,,,,,,,,,,,,,,,,,,,
0.63,0,0,0,,,,,,,,,,,,,,,,,,,,
0.63500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.64000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.64500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.65000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.65500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.66000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.66500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.67000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.67500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.68000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.68500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.69000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.69500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.70000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.70500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.71000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.71500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.72000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.72500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.73000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.73500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.74000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.745,0,0,0,,,,,,,,,,,,,,,,,,,,
0.75,0,0,0,,,,,,,,,,,,,,,,,,,,
0.755,0,0,0,,,,,,,,,,,,,,,,,,,,
0.76000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.76500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.77000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.77500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.78000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.78500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.79000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.79500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.80000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.80500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.81000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.81500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.82000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.82500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.83000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.83500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.84000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.84500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.85000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.85500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.86000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.86500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.87,0,0,0,,,,,,,,,,,,,,,,,,,,
0.875,0,0,0,,,,,,,,,,,,,,,,,,,,
0.88,0,0,0,,,,,,,,,,,,,,,,,,,,
0.88500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.89000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.89500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.90000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.90500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.91000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.91500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.92000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.92500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.93000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.93500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.94000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.94500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.95000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.95500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.96000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.96500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.97000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.97500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.98000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.98500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.99000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
0.995,0,0,0,,,,,,,,,,,,,,,,,,,,
1,0,0,0,,,,,,,,,,,,,,,,,,,,
1.0050000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.01,0,0,0,,,,,,,,,,,,,,,,,,,,
1.0150000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.02,0,0,0,,,,,,,,,,,,,,,,,,,,
1.0250000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.03,0,0,0,,,,,,,,,,,,,,,,,,,,
1.0350000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.04,0,0,0,,,,,,,,,,,,,,,,,,,,
1.0450000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.05,0,0,0,,,,,,,,,,,,,,,,,,,,
1.0550000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.0600000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.0650000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.0700000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.075,0,0,0,,,,,,,,,,,,,,,,,,,,
1.0800000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.085,0,0,0,,,,,,,,,,,,,,,,,,,,
1.0900000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.095,0,0,0,,,,,,,,,,,,,,,,,,,,
1.1000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.105,0,0,0,,,,,,,,,,,,,,,,,,,,
1.1100000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.115,0,0,0,,,,,,,,,,,,,,,,,,,,
1.1200000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.125,0,0,0,,,,,,,,,,,,,,,,,,,,
1.1300000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.135,0,0,0,,,,,,,,,,,,,,,,,,,,
1.1400000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.145,0,0,0,,,,,,,,,,,,,,,,,,,,
1.1500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.155,0,0,0,,,,,,,,,,,,,,,,,,,,
1.1600000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.165,0,0,0,,,,,,,,,,,,,,,,,,,,
1.1700000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.175,0,0,0,,,,,,,,,,,,,,,,,,,,
1.1800000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.1850000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.1900000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.1950000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.2,0,0,0,,,,,,,,,,,,,,,,,,,,
1.2050000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.21,0,0,0,,,,,,,,,,,,,,,,,,,,
1.2150000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.22,0,0,0,,,,,,,,,,,,,,,,,,,,
1.2250000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.23,0,0,0,,,,,,,,,,,,,,,,,,,,
1.2350000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.24,0,0,0,,,,,,,,,,,,,,,,,,,,
1.2450000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.25,0,0,0,,,,,,,,,,,,,,,,,,,,
1.2550000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.26,0,0,0,,,,,,,,,,,,,,,,,,,,
1.2650000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.27,0,0,0,,,,,,,,,,,,,,,,,,,,
1.2750000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.28,0,0,0,,,,,,,,,,,,,,,,,,,,
1.2850000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.29,0,0,0,,,,,,,,,,,,,,,,,,,,
1.2950000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.3,0,0,0,,,,,,,,,,,,,,,,,,,,
1.3050000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.3100000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.3150000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.3200000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.325,0,0,0,,,,,,,,,,,,,,,,,,,,
1.3300000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.335,0,0,0,,,,,,,,,,,,,,,,,,,,
1.3400000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.345,0,0,0,,,,,,,,,,,,,,,,,,,,
1.3500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.355,0,0,0,,,,,,,,,,,,,,,,,,,,
1.3600000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.365,0,0,0,,,,,,,,,,,,,,,,,,,,
1.3700000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.375,0,0,0,,,,,,,,,,,,,,,,,,,,
1.3800000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.385,0,0,0,,,,,,,,,,,,,,,,,,,,
1.3900000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.395,0,0,0,,,,,,,,,,,,,,,,,,,,
1.4000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.405,0,0,0,,,,,,,,,,,,,,,,,,,,
1.4100000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.415,0,0,0,,,,,,,,,,,,,,,,,,,,
1.4200000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.425,0,0,0,,,,,,,,,,,,,,,,,,,,
1.4300000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.4350000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.4400000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.4450000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.45,0,0,0,,,,,,,,,,,,,,,,,,,,
1.4550000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.46,0,0,0,,,,,,,,,,,,,,,,,,,,
1.4650000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.47,0,0,0,,,,,,,,,,,,,,,,,,,,
1.4750000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.48,0,0,0,,,,,,,,,,,,,,,,,,,,
1.4850000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.49,0,0,0,,,,,,,,,,,,,,,,,,,,
1.4950000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.5,0,0,0,,,,,,,,,,,,,,,,,,,,
1.5050000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.51,0,0,0,,,,,,,,,,,,,,,,,,,,
1.5150000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.52,0,0,0,,,,,,,,,,,,,,,,,,,,
1.5250000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.53,0,0,0,,,,,,,,,,,,,,,,,,,,
1.5350000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.54,0,0,0,,,,,,,,,,,,,,,,,,,,
1.5450000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.55,0,0,0,,,,,,,,,,,,,,,,,,,,
1.5550000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.5600000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.5650000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.5700000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.575,0,0,0,,,,,,,,,,,,,,,,,,,,
1.5800000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.585,0,0,0,,,,,,,,,,,,,,,,,,,,
1.5900000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.595,0,0,0,,,,,,,,,,,,,,,,,,,,
1.6000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.605,0,0,0,,,,,,,,,,,,,,,,,,,,
1.6100000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.615,0,0,0,,,,,,,,,,,,,,,,,,,,
1.6200000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.625,0,0,0,,,,,,,,,,,,,,,,,,,,
1.6300000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.635,0,0,0,,,,,,,,,,,,,,,,,,,,
1.6400000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.645,0,0,0,,,,,,,,,,,,,,,,,,,,
1.6500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.655,0,0,0,,,,,,,,,,,,,,,,,,,,
1.6600000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.665,0,0,0,,,,,,,,,,,,,,,,,,,,
1.6700000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.675,0,0,0,,,,,,,,,,,,,,,,,,,,
1.6800000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.6850000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.6900000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.6950000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.7,0,0,0,,,,,,,,,,,,,,,,,,,,
1.7050000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.71,0,0,0,,,,,,,,,,,,,,,,,,,,
1.7150000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.72,0,0,0,,,,,,,,,,,,,,,,,,,,
1.7250000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.73,0,0,0,,,,,,,,,,,,,,,,,,,,
1.7350000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.74,0,0,0,,,,,,,,,,,,,,,,,,,,
1.7450000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.75,0,0,0,,,,,,,,,,,,,,,,,,,,
1.7550000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.76,0,0,0,,,,,,,,,,,,,,,,,,,,
1.7650000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.77,0,0,0,,,,,,,,,,,,,,,,,,,,
1.7750000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.78,0,0,0,,,,,,,,,,,,,,,,,,,,
1.7850000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.79,0,0,0,,,,,,,,,,,,,,,,,,,,
1.7950000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.8,0,0,0,,,,,,,,,,,,,,,,,,,,
1.8050000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.8100000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.8150000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.8200000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.825,0,0,0,,,,,,,,,,,,,,,,,,,,
1.8300000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.835,0,0,0,,,,,,,,,,,,,,,,,,,,
1.8400000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.845,0,0,0,,,,,,,,,,,,,,,,,,,,
1.8500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.855,0,0,0,,,,,,,,,,,,,,,,,,,,
1.8600000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.865,0,0,0,,,,,,,,,,,,,,,,,,,,
1.8700000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.875,0,0,0,,,,,,,,,,,,,,,,,,,,
1.8800000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.885,0,0,0,,,,,,,,,,,,,,,,,,,,
1.8900000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.895,0,0,0,,,,,,,,,,,,,,,,,,,,
1.9000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.905,0,0,0,,,,,,,,,,,,,,,,,,,,
1.9100000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.915,0,0,0,,,,,,,,,,,,,,,,,,,,
1.9200000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.925,0,0,0,,,,,,,,,,,,,,,,,,,,
1.9300000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.9350000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.9400000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.9450000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.95,0,0,0,,,,,,,,,,,,,,,,,,,,
1.9550000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.96,0,0,0,,,,,,,,,,,,,,,,,,,,
1.9650000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.97,0,0,0,,,,,,,,,,,,,,,,,,,,
1.9750000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.98,0,0,0,,,,,,,,,,,,,,,,,,,,
1.9850000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
1.99,0,0,0,,,,,,,,,,,,,,,,,,,,
1.9950000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
2,0,0,0,,,,,,,,,,,,,,,,,,,,
2.0050000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
2.0100000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
2.0150000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
2.02,0,0,0,,,,,,,,,,,,,,,,,,,,
2.0250000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
2.0300000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
2.0350000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
2.04,0,0,0,,,,,,,,,,,,,,,,,,,,
2.0450000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
2.0500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
2.0550000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
2.0600000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
2.0650000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,
