Data Set 9:Time(s),Data Set 9:Angle(rad),Data Set 9:Velocity(rad/s),Data Set 9:Acceleration(rad/s²),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.13500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.14000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.14500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.15000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.155,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.16,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.16500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.17000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.17500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.18000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.185,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.19,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.19500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.20000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.20500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.21000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.215,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.22,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.22500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.23000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.23500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.24000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.245,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.25,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.255,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.26000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.26500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.27000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.27500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.28000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.28500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.29000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.29500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.30000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.30500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.31,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.315,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.32000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.32500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.33000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.33500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.34000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.34500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.35000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.35500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.36000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.36500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.37,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.375,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.38,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.38500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.39000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.39500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.40000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.40500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.41000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.41500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.42000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.42500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.43000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.435,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.44,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.44500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.45000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.45500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.46000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.46500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.47000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.47500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.48000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.48500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.49000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.495,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.505,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.51000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.51500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.52000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.52500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.53000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.53500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.54000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.54500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.55000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.55500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.56000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.56500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.57000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.57500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.58000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.58500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.59000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.59500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.60000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.60500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.61000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.61500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.62,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.625,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.63,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.63500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.64500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.65000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.65500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.66000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.66500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.67000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.67500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.68000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.68500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.69000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.69500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.70000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.70500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.71000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.71500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.72000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.72500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.73000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.73500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.74000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.745,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.75,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.755,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.76000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.76500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.77000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.77500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.78000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.78500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.79000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.79500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.80000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.80500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.81000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.81500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.82500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.83000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.83500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.84500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.85000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.85500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.86000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.86500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.87,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.875,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.88,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.88500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.89000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.89500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.90000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.90500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.91500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.92000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.92500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.93000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.93500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.94000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.94500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.97000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.97500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.98000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.98500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.99000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.995,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0050000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.01,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0150000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.02,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0250000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.03,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0350000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.04,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0450000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.05,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0550000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0600000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0650000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0700000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.075,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0800000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.085,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0900000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.095,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.105,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1100000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.115,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1200000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.125,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1300000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.135,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1400000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.145,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.155,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1600000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.165,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1700000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.175,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1800000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1850000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1900000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1950000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2050000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.21,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2150000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.22,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2250000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.23,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2350000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.24,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2450000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.25,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2550000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.26,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2650000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.27,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2750000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.28,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2850000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.29,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2950000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3050000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3100000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3150000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3200000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.325,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3300000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.335,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3400000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.345,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3500000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.355,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3600000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.365,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3700000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.375,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3800000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.385,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3900000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.395,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4000000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.405,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4100000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.415,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4200000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.425,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4300000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4350000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4400000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4450000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.45,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4550000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.46,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4650000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.47,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4750000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.48,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4850000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.49,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4950000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5050000000000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.51,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
